,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
29,ID1343657346,0,9.0,8.0,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-02-07,05:21:03,12681.060000000005,08:52:24,27.98
30,ID1231957253,0,5.0,3.0,-37.8090417,144.9295415,-37.8238279,144.98380219999999,5679.0,2018-04-15,05:16:29,1427.0400000000006,05:40:16,17.37
31,ID1164962261,0,6.0,5.0,-37.7907967,144.985865,-37.8063815,144.93770800000001,6161.0,2018-04-24,05:07:00,1795.02,05:36:55,14.33
32,ID3389555099,1,1.0,9.0,-37.8200819,144.9685729,-38.1109156,144.65417250000002,44025.0,2018-02-05,16:13:43,10602.12,19:10:25,54.54
33,ID3714026299,1,5.0,6.0,-37.8090298,144.9369002,-37.7874325,144.9803767,6117.0,2018-02-10,19:20:33,1543.2600000000007,19:46:16,20.3
34,ID1859711333,0,2.0,5.0,-37.81438320000001,144.9379851,-37.8081448,144.9289924,1390.0,2018-04-08,08:50:32,422.04,08:57:34,7.78
35,ID3987914459,1,8.0,1.0,-37.8158343,145.04645,-37.800768100000006,144.97000390000002,7465.0,2018-06-20,22:34:28,2152.86,23:10:20,23.59
36,ID3634588969,1,6.0,7.0,-37.7908183,144.9857929,-37.824583000000004,144.9459414,6178.0,2018-06-06,18:19:18,1651.38,18:46:49,16.94
37,ID1452814420,0,1.0,9.0,-37.813379499999996,144.96477969999998,-38.1109156,144.65417250000002,43639.0,2018-07-21,23:03:15,10491.6,01:58:06,29.81
38,ID3825365731,1,3.0,8.0,-37.82130720000001,144.9780102,-37.8158343,145.04645,7100.0,2018-01-04,21:04:57,2089.140000000001,21:39:46,24.04
39,ID5938668944,2,8.0,5.0,-37.807202000000004,145.0266373,-37.805675799999996,144.93186740000002,9131.0,2018-02-04,09:23:28,2353.979999999999,10:02:41,177.18
40,ID5479788637,2,9.0,2.0,-38.1109156,144.65417250000002,-37.8045831,144.9353925,43482.0,2018-02-23,00:39:26,10415.639999999996,03:33:01,723.94
41,ID1404973624,0,3.0,9.0,-37.8193592,144.983149,-38.1109156,144.65417250000002,45377.0,2018-02-22,22:10:26,10921.8,01:12:27,25.54
42,ID1348529420,0,5.0,9.0,-37.809274,144.9375666,-38.1109156,144.65417250000002,43023.0,2018-05-07,18:37:32,10298.28,21:29:10,21.16
43,ID3442789885,1,5.0,4.0,-37.8065701,144.93098369999998,-37.810388,144.9990886,6286.0,2018-07-13,08:08:20,1623.8999999999994,08:35:23,13.24
44,ID1726208289,0,4.0,2.0,-37.804185100000005,145.0108945,-37.8197307,144.94097119999998,7456.0,2018-05-25,22:34:12,1904.88,23:05:56,13.97
45,ID1984095425,0,3.0,2.0,-37.823277000000004,144.9700222,-37.8118639,144.93848500000001,3738.0,2018-01-12,05:44:42,949.02,06:00:31,12.49
46,ID1197660261,0,5.0,4.0,-37.818735600000004,144.91662390000002,-37.7993735,144.9931864,7967.0,2018-04-18,17:34:34,2088.060000000001,18:09:22,10.56
47,ID1793207251,0,3.0,5.0,-37.8152811,144.9748412,-37.804126399999994,144.9349167,4636.0,2018-07-15,08:04:30,1101.0599999999997,08:22:51,8.1
48,ID5111529081,2,4.0,8.0,-37.802871,145.01663330000002,-37.8158343,145.04645,5851.0,2018-03-16,19:15:14,1772.1600000000005,19:44:46,139.15
49,ID5745366815,2,7.0,4.0,-37.8618349,144.90571599999998,-37.7989484,145.0012841,12513.0,2018-04-18,18:19:08,3955.1399999999976,19:25:03,285.92
50,ID3778125919,1,2.0,5.0,-37.8149435,144.94466719999997,-37.8149648,144.92756630000002,2660.0,2018-06-24,03:59:44,639.5400000000009,04:10:23,19.83
51,ID1274154856,0,7.0,6.0,-37.8618349,144.90571599999998,-37.773845,144.9836895,13169.0,2018-05-03,21:58:33,3863.5799999999986,23:02:56,17.51
52,ID3447436864,1,6.0,5.0,-37.7874325,144.9803767,-37.8164324,144.9284395,7581.0,2018-03-15,09:52:14,1920.480000000001,10:24:14,12.8
53,ID3691211982,1,9.0,6.0,-38.1109156,144.65417250000002,-37.7874325,144.9803767,47033.0,2018-04-22,06:38:48,11355.660000000005,09:48:03,58.95
54,ID5180492014,2,7.0,4.0,-37.8618349,144.90571599999998,-37.8117735,145.0020003,11108.0,2018-05-09,00:01:46,3599.0399999999977,01:01:45,269.91
55,ID1645957218,0,7.0,2.0,-37.8618349,144.90571599999998,-37.817062,144.93174390000001,10842.0,2018-02-11,12:04:14,3581.3999999999987,13:03:55,16.41
56,ID3389512992,1,4.0,9.0,-37.8109101,145.00416040000002,-38.1109156,144.65417250000002,47273.0,2018-05-27,21:00:30,11446.86,00:11:16,67.26
57,ID3363230241,1,2.0,8.0,-37.8217346,144.93676200000002,-37.8158343,145.04645,10544.0,2018-03-26,04:39:56,3002.160000000001,05:29:58,27.01
58,ID5261917491,2,7.0,6.0,-37.8618349,144.90571599999998,-37.7874421,144.9804091,11630.0,2018-06-07,10:54:14,3678.5399999999986,11:55:32,257.44
59,ID1888664935,0,7.0,8.0,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-01-12,09:24:10,4911.5999999999985,10:46:01,8.59
60,ID5605142514,2,5.0,1.0,-37.8110018,144.92660890000002,-37.8139829,144.9546832,2995.0,2018-05-22,23:38:41,765.3000000000003,23:51:26,80.49
61,ID1409869713,0,4.0,9.0,-37.8023074,144.9972956,-38.1109156,144.65417250000002,47224.0,2018-01-23,09:40:09,11420.46,12:50:29,18.22
62,ID1216093154,0,9.0,8.0,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-03-01,14:31:50,12681.060000000005,18:03:11,23.94
63,ID1434227437,0,4.0,8.0,-37.7999508,144.9891929,-37.8158343,145.04645,6235.0,2018-01-25,02:14:33,1926.3,02:46:39,14.15
64,ID1841029393,0,2.0,8.0,-37.8251775,144.9460601,-37.807202000000004,145.0266373,8421.0,2018-02-12,20:53:46,2142.78,21:29:28,11.2
65,ID1791382724,0,7.0,8.0,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-02-15,21:25:48,4911.5999999999985,22:47:39,17.55
66,ID1541326943,0,3.0,2.0,-37.8122155,144.9858493,-37.809313700000004,144.93399680000002,5140.0,2018-03-28,18:25:50,1245.0,18:46:35,8.94
67,ID1759881814,0,1.0,4.0,-37.8032789,144.9464093,-37.8162593,145.01473149999998,7755.0,2018-07-27,17:59:05,1969.2,18:31:54,9.25
68,ID1429768825,0,9.0,7.0,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-02-18,06:38:38,13204.979999999996,10:18:42,23.08
69,ID3597120470,1,9.0,4.0,-38.1109156,144.65417250000002,-37.797307399999994,145.00907019999997,48696.0,2018-03-01,12:11:28,11871.360000000002,15:29:19,61.72
70,ID3243622421,1,1.0,3.0,-37.810475200000006,144.9612727,-37.821971399999995,144.99403999999998,3744.0,2018-04-25,14:01:40,937.14,14:17:17,12.81
71,ID1689028763,0,4.0,1.0,-37.8105799,145.0007616,-37.820598100000005,144.95730880000002,4440.0,2018-01-13,00:01:30,1115.0400000000004,00:20:05,17.1
72,ID1270044984,0,6.0,2.0,-37.7738026,144.98364660000001,-37.8161757,144.9452946,9311.0,2018-06-28,02:00:31,2875.9799999999977,02:48:26,15.94
73,ID1916110599,0,6.0,5.0,-37.773845,144.9836895,-37.8024029,144.9269069,7398.0,2018-03-11,03:03:02,1696.1399999999994,03:31:18,17.26
74,ID3249544283,1,9.0,2.0,-38.1109156,144.65417250000002,-37.8129499,144.93928789999998,42470.0,2018-07-23,04:15:38,10183.199999999997,07:05:21,57.33
75,ID5822299977,2,7.0,1.0,-37.8618349,144.90571599999998,-37.814231899999996,144.9728163,8523.0,2018-04-06,05:48:32,2901.6599999999994,06:36:53,223.7
76,ID5557361655,2,1.0,9.0,-37.818891,144.95336980000002,-38.1109156,144.65417250000002,42451.0,2018-05-24,03:49:00,10217.04,06:39:17,711.49
77,ID3570573492,1,2.0,1.0,-37.824960600000004,144.94952949999998,-37.820039799999996,144.958327,1199.0,2018-04-14,13:30:59,300.66000000000014,13:35:59,14.25
78,ID5830875694,2,3.0,1.0,-37.816100899999995,144.9726103,-37.799096500000005,144.9430502,3717.0,2018-06-25,04:05:23,968.5800000000007,04:21:31,94.18
79,ID5245688619,2,6.0,9.0,-37.773845,144.9836895,-38.1109156,144.65417250000002,48197.0,2018-03-05,09:20:02,11519.399999999998,12:32:01,779.8
80,ID1412535745,0,8.0,3.0,-37.8158343,145.04645,-37.8267979,144.98221759999998,8306.0,2018-03-09,04:06:25,2390.0,04:46:15,14.46
81,ID3253404384,1,2.0,6.0,-37.8209827,144.9475878,-37.7874421,144.9804091,5499.0,2018-03-09,08:56:51,1334.0,09:19:05,9.41
82,ID3574708636,1,2.0,1.0,-37.8256534,144.9298935,-37.8173309,144.9522948,8826.0,2018-05-23,02:47:06,2229.1799999999994,03:24:15,24.18
83,ID3180588871,1,4.0,3.0,-37.8002885,144.9975638,-37.820700200000005,144.9849092,3053.0,2018-02-03,18:22:21,821.2200000000005,18:36:02,17.5
84,ID5538431278,2,6.0,3.0,-37.7907967,144.985865,-37.8138875,144.971597,3365.0,2018-03-02,06:15:57,958.0799999999997,06:31:55,77.12
85,ID5695954470,2,1.0,3.0,-37.8115146,144.96468159999998,-37.8208388,144.9694007,1206.0,2018-07-14,15:34:53,341.0,15:40:34,50.55
86,ID5492998419,2,3.0,9.0,-37.8124393,144.9734909,-38.1109156,144.65417250000002,44350.0,2018-01-19,21:41:43,10688.0,00:39:51,742.6
87,ID3881156062,1,3.0,5.0,-37.8193867,144.9839013,-37.8089146,144.93543640000001,5140.0,2018-04-15,11:03:25,1233.9,11:23:58,13.86
88,ID3299532134,1,9.0,2.0,-38.1109156,144.65417250000002,-37.8122644,144.937572,42642.0,2018-04-05,12:18:34,10217.0,15:08:51,54.55
89,ID5180514055,2,6.0,2.0,-37.7738026,144.98364660000001,-37.817510600000006,144.9487589,9403.0,2018-07-28,01:57:00,2850.0,02:44:30,227.73
90,ID3477926128,1,3.0,7.0,-37.8213835,144.9694675,-37.8618349,144.90571599999998,7771.0,2018-07-10,18:31:20,2709.0,19:16:29,21.0
91,ID1984431955,0,5.0,7.0,-37.805675799999996,144.93186740000002,-37.8618349,144.90571599999998,11019.0,2018-06-11,16:32:05,3515.0,17:30:40,11.86
92,ID3434059484,1,8.0,7.0,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-04-10,09:34:34,4298.0,10:46:12,25.33
93,ID5463823113,2,4.0,7.0,-37.8097476,144.99315159999998,-37.8618349,144.90571599999998,10450.0,2018-04-13,20:20:03,3465.9,21:17:48,250.36
94,ID1855502491,0,3.0,5.0,-37.8241958,144.9840063,-37.798835600000004,144.9358024,5976.0,2018-04-04,08:46:11,1549.0,09:12:00,5.3
95,ID1834018389,0,7.0,2.0,-37.8618349,144.90571599999998,-37.822044,144.9507315,8587.0,2018-01-04,18:56:46,2951.7599999999993,19:45:57,11.36
96,ID3214004931,1,8.0,6.0,-37.8158343,145.04645,-37.7874325,144.9803767,8361.0,2018-01-12,00:17:58,2438.2200000000007,00:58:36,21.78
97,ID3331723989,1,3.0,8.0,-37.8150449,144.98866850000002,-37.807202000000004,145.0266373,4473.0,2018-05-04,14:15:58,1049.2800000000002,14:33:27,13.67
98,ID3128831827,1,6.0,8.0,-37.7907967,144.985865,-37.8158343,145.04645,7470.0,2018-04-25,23:15:28,2302.38,23:53:50,22.05
99,ID5806917604,2,2.0,7.0,-37.813313,144.939603,-37.8618349,144.90571599999998,10199.0,2018-02-01,02:07:13,3357.600000000001,03:03:10,254.14
100,ID1549003223,0,2.0,3.0,-37.811367,144.93706799999998,-37.82414489999999,144.990571,5913.0,2018-05-08,09:53:34,1426.5000000000002,10:17:20,3.71
101,ID1293705374,0,5.0,4.0,-37.804485,144.9266743,-37.8127565,145.0102815,7878.0,2018-01-13,22:06:07,2065.44,22:40:32,18.57
102,ID1848524164,0,4.0,8.0,-37.8020363,145.00412240000003,-37.8158343,145.04645,5355.0,2018-01-18,20:16:23,1673.04,20:44:16,9.68
103,ID3825994991,1,7.0,9.0,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-03-10,04:07:56,13173.36,7:47:29,75.55
104,ID5246671181,2,1.0,3.0,-37.8123879,144.97384069999998,-37.8168075,145.00735930000002,3305.0,2018-05-13,23:45:12,848.1,23:59:20,93.93
105,ID1326267007,0,9.0,1.0,-38.1109156,144.65417250000002,-37.8052407,144.9723874,44643.0,2018-06-09,10:38:40,10815.660000000009,13:38:55,22.35
106,ID5138814094,2,5.0,1.0,-37.816662,144.9273907,-37.8082246,144.97140190000002,5163.0,2018-07-09,00:39:40,1315.4400000000005,1:1:35,116.3
107,ID5754133251,2,7.0,3.0,-37.8618349,144.90571599999998,-37.8130695,144.9864823,9612.0,2018-06-28,18:04:22,3256.139999999998,18:58:38,240.01
108,ID1131521142,0,3.0,1.0,-37.8091352,144.981439,-37.813465,144.96008510000001,2163.0,2018-03-06,02:43:10,527.5200000000002,2:51:57,12.5
109,ID1735859616,0,3.0,7.0,-37.8243024,144.9694919,-37.8618349,144.90571599999998,8114.0,2018-01-10,19:25:11,2816.16,20:12:7,9.83
110,ID5124328169,2,6.0,7.0,-37.7874421,144.9804091,-37.8618349,144.90571599999998,11630.0,2018-04-01,20:44:21,3697.0200000000013,21:45:58,274.03
111,ID1330698608,0,2.0,9.0,-37.8121742,144.9381852,-38.1109156,144.65417250000002,43118.0,2018-02-15,14:28:58,10333.98,17:21:11,19.65
112,ID5927785853,2,3.0,8.0,-37.820125899999994,144.9803681,-37.8158343,145.04645,7153.0,2018-04-05,07:07:26,2052.3600000000006,7:41:38,150.19
113,ID3504958325,1,2.0,9.0,-37.821411100000006,144.9456167,-38.1109156,144.65417250000002,41684.0,2018-06-10,18:28:21,10027.2,21:15:28,56.52
114,ID5209135749,2,8.0,7.0,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-05-19,09:57:55,4917.479999999999,11:19:52,348.42
115,ID1782618853,0,8.0,4.0,-37.807202000000004,145.0266373,-37.8067976,144.99838019999999,2880.0,2018-05-11,00:32:05,727.1400000000001,00:44:12,13.23
116,ID3922149472,1,2.0,1.0,-37.8136159,144.94015280000002,-37.8140337,144.9388876,154.0,2018-03-10,07:39:40,38.46000000000001,7:40:18,9.46
117,ID1369962577,0,1.0,9.0,-37.8148844,144.93768269999998,-38.1109156,144.65417250000002,42604.0,2018-06-20,00:21:52,10208.7,03:12:00,25.42
118,ID5673270715,2,6.0,5.0,-37.7874421,144.9804091,-37.805876700000006,144.92955780000003,6979.0,2018-05-15,20:59:55,1866.36,21:31:01,145.64
119,ID1885469348,0,4.0,5.0,-37.811921000000005,145.0156991,-37.8071465,144.9336525,8360.0,2018-02-15,05:42:35,2084.4599999999987,06:17:19,14.09
120,ID3881355787,1,5.0,7.0,-37.8081329,144.9339054,-37.8618349,144.90571599999998,10861.0,2018-04-04,02:29:09,3508.140000000001,03:27:37,28.95
121,ID5498247075,2,7.0,6.0,-37.8618349,144.90571599999998,-37.7874325,144.9803767,11633.0,2018-06-17,02:55:29,3645.2999999999984,03:56:14,280.81
122,ID5613771953,2,6.0,9.0,-37.7874325,144.9803767,-38.1109156,144.65417250000002,47033.0,2018-05-07,10:32:11,11350.5,13:41:21,768.11
123,ID1448058665,0,2.0,6.0,-37.81513270000001,144.9449192,-37.7738026,144.98364660000001,9196.0,2018-01-20,09:47:58,2838.54,10:35:16,9.69
124,ID3377606537,1,3.0,4.0,-37.814310299999995,144.97435080000002,-37.801004600000006,145.01447969999998,4724.0,2018-02-15,10:53:41,1264.2000000000005,11:14:45,9.3
125,ID1701214714,0,5.0,2.0,-37.8052062,144.933888,-37.8160234,144.9370723,1602.0,2018-05-19,05:19:18,398.52,05:25:56,15.42
126,ID3362055374,1,4.0,7.0,-37.8081941,144.9998632,-37.8618349,144.90571599999998,11309.0,2018-06-26,03:18:26,3653.52,04:19:19,28.4
127,ID1118567916,0,7.0,6.0,-37.8618349,144.90571599999998,-37.7874325,144.9803767,11633.0,2018-06-06,04:43:22,3645.2999999999984,05:44:07,15.85
128,ID1983097682,0,4.0,8.0,-37.8131128,145.0112186,-37.8158343,145.04645,3706.0,2018-03-16,15:41:53,1226.58,16:02:19,9.17
129,ID1208828616,0,9.0,2.0,-38.1109156,144.65417250000002,-37.81868370000001,144.9427816,41229.0,2018-04-09,16:12:56,9894.96,18:57:50,20.5
130,ID1574949198,0,3.0,4.0,-37.8116114,144.9839132,-37.806301899999994,144.9973646,1949.0,2018-07-06,00:19:15,483.47999999999985,00:27:18,12.57
131,ID3895195311,1,1.0,7.0,-37.8072521,144.94534119999997,-37.8618349,144.90571599999998,10050.0,2018-03-12,09:11:48,3355.92,10:07:43,20.46
132,ID1854884366,0,2.0,7.0,-37.815892,144.9382513,-37.8618349,144.90571599999998,10337.0,2018-02-15,22:42:54,3387.24,23:39:21,14.98
133,ID3988603151,1,3.0,2.0,-37.8100036,144.9953046,-37.8113309,144.92940719999999,6890.0,2018-01-07,22:57:08,1778.16,23:26:46,24.62
134,ID3950495533,1,9.0,1.0,-38.1109156,144.65417250000002,-37.810505600000006,144.9376672,42650.0,2018-03-27,02:05:47,10220.459999999995,04:56:07,59.0
135,ID1684003468,0,4.0,7.0,-37.8016696,145.0035507,-37.8618349,144.90571599999998,12074.0,2018-06-05,13:54:06,3861.240000000001,14:58:27,12.39
136,ID1248152001,0,4.0,6.0,-37.810995299999995,145.000582,-37.7738026,144.98364660000001,9538.0,2018-06-08,13:30:25,2899.38,14:18:44,11.52
137,ID5863570328,2,2.0,6.0,-37.8177909,144.9321877,-37.7738026,144.98364660000001,9607.0,2018-04-26,12:33:30,2754.54,13:19:24,204.37
138,ID1774061160,0,2.0,9.0,-37.8205187,144.9511189,-38.1109156,144.65417250000002,42222.0,2018-01-25,01:44:42,10145.46,04:33:47,25.72
139,ID3500316227,1,4.0,9.0,-37.7998614,144.9932054,-38.1109156,144.65417250000002,47009.0,2018-07-02,23:15:20,11381.1,02:25:01,62.48
140,ID1178160062,0,2.0,3.0,-37.8206841,144.94136719999997,-37.819452000000005,145.0037269,5856.0,2018-05-05,19:01:03,1556.4599999999994,19:26:59,12.58
141,ID1657027395,0,2.0,5.0,-37.8162309,144.9451079,-37.812911,144.9282021,2258.0,2018-04-15,02:58:14,529.44,03:07:03,14.44
142,ID1672248705,0,1.0,6.0,-37.8054033,144.9736477,-37.7907967,144.985865,2522.0,2018-07-09,03:25:13,714.1199999999999,03:37:07,13.25
143,ID3357182644,1,9.0,6.0,-38.1109156,144.65417250000002,-37.773845,144.9836895,48197.0,2018-05-16,23:15:05,11495.340000000007,02:26:40,63.8
144,ID3745871299,1,4.0,2.0,-37.8140225,145.01460269999998,-37.8242103,144.9368886,7915.0,2018-01-10,20:08:24,2120.6400000000017,20:43:44,18.29
145,ID3545976158,1,4.0,2.0,-37.8039021,145.00396819999997,-37.81297360000001,144.9349858,6902.0,2018-01-16,14:22:07,1745.039999999999,14:51:12,17.0
146,ID1868148728,0,5.0,3.0,-37.8030115,144.92950580000002,-37.8220526,144.9829349,5952.0,2018-06-23,03:45:45,1467.9000000000005,04:10:12,17.67
147,ID1767870478,0,7.0,6.0,-37.8618349,144.90571599999998,-37.7738026,144.98364660000001,16033.0,2018-05-27,00:00:09,5320.6799999999985,01:28:49,23.73
148,ID3957038003,1,7.0,1.0,-37.8618349,144.90571599999998,-37.8044414,144.94870559999998,9908.0,2018-06-25,16:06:20,3283.259999999997,17:01:03,22.84
149,ID3748602703,1,9.0,4.0,-38.1109156,144.65417250000002,-37.816377,145.0088781,47717.0,2018-06-21,06:54:34,11465.220000000005,10:05:39,55.71
150,ID1472265605,0,5.0,3.0,-37.8152437,144.9276957,-37.8157135,144.9983034,7962.0,2018-07-19,16:53:04,1971.7200000000007,17:25:55,8.99
151,ID3747187176,1,1.0,2.0,-37.803331799999995,144.94908940000002,-37.8137364,144.936811,2397.0,2018-03-11,05:55:02,596.3400000000003,06:04:58,20.62
152,ID1545343984,0,8.0,9.0,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-02-16,09:49:57,12681.059999999998,13:21:18,18.42
153,ID5451784328,2,8.0,7.0,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-03-27,19:37:38,4298.280000000002,20:49:16,308.66
154,ID3966069882,1,9.0,5.0,-38.1109156,144.65417250000002,-37.8090298,144.9369002,42958.0,2018-02-17,12:38:50,10282.679999999997,15:30:12,58.14
155,ID1876845554,0,3.0,2.0,-37.8186886,144.98397780000002,-37.8115739,144.92991130000001,6383.0,2018-07-10,10:44:15,1552.7399999999998,11:10:07,3.62
156,ID3409051483,1,4.0,7.0,-37.8032475,144.9890489,-37.8618349,144.90571599999998,10690.0,2018-05-09,21:44:38,3553.92,22:43:51,27.24
157,ID3409269806,1,1.0,4.0,-37.7991756,144.9635001,-37.802294,144.990587,2725.0,2018-06-04,10:59:07,668.64,11:10:15,8.85
158,ID5275404451,2,9.0,8.0,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-03-16,07:05:15,12681.060000000005,10:36:36,857.05
159,ID1142794060,0,8.0,3.0,-37.8158343,145.04645,-37.810995299999995,145.000582,4119.0,2018-03-03,04:19:54,1323.7800000000002,04:41:57,18.01
160,ID1487609235,0,6.0,1.0,-37.7738026,144.98364660000001,-37.8119474,144.9564969,8124.0,2018-05-12,04:31:33,2575.199999999998,05:14:28,16.67
161,ID3926686807,1,2.0,4.0,-37.8255049,144.92891569999998,-37.805485100000006,145.00446019999998,11245.0,2018-07-23,01:23:50,2807.82,02:10:37,26.45
162,ID5307940421,2,2.0,9.0,-37.8140169,144.9396162,-38.1109156,144.65417250000002,42416.0,2018-07-01,08:57:35,10167.6,11:47:02,696.94
163,ID1875780181,0,9.0,8.0,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-04-16,12:14:58,12681.060000000005,15:46:19,26.4
164,ID1631693085,0,3.0,6.0,-37.8174985,145.0055245,-37.773845,144.9836895,7683.0,2018-02-24,14:55:44,1737.1800000000005,15:24:41,13.21
165,ID5780145614,2,2.0,7.0,-37.814805299999996,144.9448602,-37.8618349,144.90571599999998,9590.0,2018-07-13,13:23:03,3189.600000000001,14:16:12,233.88
166,ID3296141015,1,4.0,9.0,-37.8144638,145.00779599999998,-38.1109156,144.65417250000002,47725.0,2018-02-05,07:50:00,11426.34,11:00:26,53.88
