,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
47,ID1487672762,0,9,4,-38.1109156,144.65417250000002,-37.812667100000006,145.00026169999998,46918.0,2018-05-17,10:11:39,11216.7,13:18:35,22.89
48,ID3940702137,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-07-25,20:10:43,13204.979999999996,23:50:47,54.95
49,ID1876335125,0,3,5,-37.816734600000004,144.9881896,-37.805058100000004,144.9343681,5830.0,2018-03-23,11:44:38,1368.24,12:07:26,4.63
50,ID1207060191,0,6,3,-37.7874421,144.9804091,-37.8166516,144.9882044,4006.0,2018-02-07,17:58:42,1021.98,18:15:43,7.95
51,ID3225582300,1,2,9,-37.8159503,144.9394896,-38.1109156,144.65417250000002,42325.0,2018-07-08,22:52:02,10161.9,1:41:23,53.81
52,ID3541853792,1,9,2,-38.1109156,144.65417250000002,-37.823144799999994,144.93929640000002,42936.0,2018-04-01,10:18:57,10331.159999999996,13:11:08,43.97
53,ID1685959284,0,2,7,-37.82550379999999,144.95160259999997,-37.8618349,144.90571599999998,8529.0,2018-04-23,22:11:27,2962.26,23:00:49,9.805
54,ID3819320558,1,6,2,-37.773845,144.9836895,-37.822191499999995,144.9476644,7091.0,2018-01-19,01:37:36,1572.240000000001,2:03:48,9.4
55,ID1509923472,0,4,7,-37.800385299999995,144.9894761,-37.8618349,144.90571599999998,11015.0,2018-03-19,11:32:34,3586.5,12:32:20,12.66
56,ID1341796082,0,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-01-07,16:49:47,12681.060000000005,20:21:08,17.045
57,ID1294308204,0,6,4,-37.7874325,144.9803767,-37.8168733,145.00726609999998,5506.0,2018-05-08,05:15:36,1399.0800000000004,5:38:55,13.17
58,ID1186268666,0,8,3,-37.807202000000004,145.0266373,-37.8138276,144.9912074,4131.0,2018-01-07,07:11:31,981.78,7:27:52,7.82
59,ID1934793367,0,7,3,-37.8618349,144.90571599999998,-37.821279100000005,144.96718130000002,7556.0,2018-07-24,04:45:15,2662.1999999999985,5:29:37,8.14
60,ID3732227454,1,1,3,-37.8028506,144.94821480000002,-37.8227734,144.983928,4531.0,2018-05-24,10:42:43,1091.4,11:00:54,8.39
61,ID5485889880,2,7,4,-37.8618349,144.90571599999998,-37.8013014,144.99387230000002,11328.0,2018-02-01,10:17:13,3705.599999999999,11:18:58,234.76
62,ID3534765917,1,2,9,-37.8148679,144.9350931,-38.1109156,144.65417250000002,42886.0,2018-03-04,21:37:48,10307.28,0:29:35,52.46
63,ID3531888593,1,4,5,-37.80255820000001,144.9930549,-37.8138489,144.9330201,6889.0,2018-04-10,19:36:22,1734.960000000001,20:05:16,6.965
64,ID1900489711,0,3,4,-37.819594200000004,144.9901822,-37.8128293,145.0150085,3067.0,2018-04-16,21:50:01,794.1600000000003,22:03:15,13.63
65,ID3683769325,1,9,6,-38.1109156,144.65417250000002,-37.7907967,144.985865,47193.0,2018-07-15,03:25:50,11535.780000000008,6:38:05,58.89
66,ID1788547932,0,2,9,-37.8215112,144.94513500000002,-38.1109156,144.65417250000002,41649.0,2018-04-01,06:16:07,10012.679999999997,9:02:59,13.06
67,ID1179156643,0,4,7,-37.806425,145.0080358,-37.8618349,144.90571599999998,12198.0,2018-06-01,05:40:28,3890.880000000001,6:45:18,9.025
68,ID5927152227,2,9,6,-38.1109156,144.65417250000002,-37.773845,144.9836895,48197.0,2018-02-18,12:47:55,11495.340000000007,15:59:30,724.47
69,ID3384875396,1,5,7,-37.799000799999995,144.9274382,-37.8618349,144.90571599999998,12036.0,2018-07-10,17:16:20,3813.900000000001,18:19:53,11.355
70,ID3179323983,1,8,4,-37.8158343,145.04645,-37.8043808,145.0133855,4437.0,2018-06-08,17:27:57,1408.8600000000006,17:51:25,13.99
71,ID3180430044,1,4,3,-37.803078799999994,144.9984441,-37.82472070000001,144.9827064,3499.0,2018-04-25,09:54:13,869.88,10:08:42,6.64
72,ID1515718238,0,9,4,-38.1109156,144.65417250000002,-37.799236900000004,145.0042506,48274.0,2018-05-28,05:02:07,11725.260000000006,8:17:32,33.61
73,ID1874918407,0,8,4,-37.8158343,145.04645,-37.8005112,144.9999631,5248.0,2018-05-11,19:10:27,1632.3000000000006,19:37:39,8.56
74,ID3774777148,1,5,3,-37.8129675,144.9336625,-37.8254573,144.9847934,6249.0,2018-05-06,18:10:21,1339.38,18:32:40,17.35
75,ID1919775976,0,2,5,-37.818174400000004,144.9493372,-37.8149849,144.92759009999997,3407.0,2018-03-02,14:23:49,827.4000000000008,14:37:36,8.72
76,ID1154720065,0,8,3,-37.8158343,145.04645,-37.818514799999996,144.98291830000002,6418.0,2018-05-27,23:16:12,1940.4,23:48:32,16.39
77,ID1237553905,0,1,8,-37.8106018,144.9718113,-37.8158343,145.04645,6821.0,2018-05-02,02:05:42,2012.04,2:39:14,14.54
78,ID3634602368,1,3,6,-37.8090334,144.985669,-37.7874421,144.9804091,3044.0,2018-06-17,13:08:56,747.9600000000003,13:21:23,13.5
79,ID1511981081,0,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-05-23,01:21:33,12681.060000000005,4:52:54,34.52
80,ID3190537445,1,7,5,-37.8618349,144.90571599999998,-37.8094878,144.9362746,10532.0,2018-04-08,01:28:39,3421.0199999999986,2:25:40,26.95
81,ID1174501943,0,4,8,-37.8006905,145.00969880000002,-37.807202000000004,145.0266373,1819.0,2018-04-27,04:38:00,465.0,4:45:45,13.59
82,ID3755233725,1,5,3,-37.8063815,144.93770800000001,-37.81212360000001,144.9739868,3934.0,2018-04-16,00:12:47,968.6400000000003,0:28:55,15.49
83,ID3487112309,1,9,2,-38.1109156,144.65417250000002,-37.823838,144.9266665,44128.0,2018-06-20,13:31:15,10667.579999999998,16:29:02,46.44
84,ID3221655434,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-01-01,21:55:57,13204.979999999996,1:36:01,58.72
85,ID5250294798,2,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-04-24,20:57:39,12069.78,0:18:48,751.54
86,ID1491823787,0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-03-26,14:14:46,13173.36,17:54:19,31.01
87,ID3500524472,1,4,1,-37.799371799999996,145.0050504,-37.8124295,144.9742773,4091.0,2018-06-26,07:21:16,1035.5400000000004,7:38:31,8.79
88,ID1601601649,0,9,4,-38.1109156,144.65417250000002,-37.802522700000004,145.0050195,47940.0,2018-02-06,17:23:13,11635.320000000003,20:37:08,14.265
89,ID5685697926,2,9,6,-38.1109156,144.65417250000002,-37.7738026,144.98364660000001,51061.0,2018-01-16,07:41:44,12952.44000000001,11:17:36,796.91
90,ID3860055499,1,2,4,-37.8253994,144.9507166,-37.8070501,144.99087450000002,4662.0,2018-06-16,23:26:22,1287.1199999999994,23:47:49,19.17
91,ID1633992879,0,5,6,-37.816042100000004,144.9286688,-37.7907967,144.985865,7818.0,2018-05-21,20:02:10,2110.9800000000005,20:37:20,9.7
92,ID3695679946,1,9,1,-38.1109156,144.65417250000002,-37.816210600000005,144.96647109999998,43768.0,2018-02-10,12:53:35,10581.119999999997,15:49:56,49.13
93,ID1702192691,0,2,8,-37.816551399999994,144.9458975,-37.8158343,145.04645,9266.0,2018-01-20,01:16:27,2615.5200000000004,2:00:02,19.35
94,ID3233790914,1,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-02-02,08:58:03,4917.479999999999,10:20:00,21.93
95,ID1175209965,0,8,2,-37.8158343,145.04645,-37.8221215,144.9496754,9098.0,2018-02-20,22:58:36,2638.2599999999984,23:42:34,16.32
96,ID5991227913,2,7,1,-37.8618349,144.90571599999998,-37.8124601,144.9688725,8520.0,2018-02-25,00:18:35,2889.8999999999987,1:06:44,106.53
97,ID1232400976,0,4,3,-37.8131361,145.01144680000002,-37.821323299999996,144.98327769999997,3421.0,2018-05-27,13:31:20,824.2199999999998,13:45:04,10.68
98,ID3232840036,1,3,4,-37.8193867,144.9839013,-37.8097638,144.9932051,1760.0,2018-01-22,07:21:21,481.97999999999985,7:29:22,6.01
99,ID1723974342,0,9,6,-38.1109156,144.65417250000002,-37.7907967,144.985865,47193.0,2018-04-20,14:50:30,11535.780000000008,18:02:45,27.96
100,ID3522044308,1,8,6,-37.8158343,145.04645,-37.7874325,144.9803767,8361.0,2018-01-26,12:18:20,2438.2200000000007,12:58:58,17.14
101,ID3619105868,1,5,7,-37.8031018,144.9291818,-37.8618349,144.90571599999998,11415.0,2018-04-25,07:09:16,3678.06,8:10:34,8.49
102,ID5871471235,2,3,2,-37.816662,144.984051,-37.8257446,144.9400985,4828.0,2018-02-28,14:34:30,1232.04,14:55:02,97.25
103,ID1709608127,0,3,9,-37.8111455,144.97851619999997,-38.1109156,144.65417250000002,45032.0,2018-02-19,01:40:16,10786.8,4:40:02,30.33
104,ID1781558501,0,6,9,-37.7874421,144.9804091,-38.1109156,144.65417250000002,47035.0,2018-02-02,15:11:04,11407.86,18:21:11,29.62
105,ID1280946384,0,5,9,-37.814957899999996,144.92752040000002,-38.1109156,144.65417250000002,44396.0,2018-02-10,03:42:32,10673.28,6:40:25,34.39
106,ID3369156762,1,1,4,-37.8148908,144.9448679,-37.8124211,145.0098233,6041.0,2018-06-15,03:00:31,1545.6600000000005,3:26:16,8.795
107,ID1402703821,0,2,7,-37.8224885,144.9400214,-37.8618349,144.90571599999998,9542.0,2018-03-26,18:00:19,3270.18,18:54:49,15.18
108,ID3482288172,1,4,5,-37.8094529,145.016066,-37.8090886,144.92914380000002,8314.0,2018-05-07,11:33:22,2111.579999999999,12:08:33,11.1
109,ID1833889757,0,5,9,-37.808865399999995,144.9291692,-38.1109156,144.65417250000002,43429.0,2018-07-24,16:56:01,10458.72,19:50:19,26.01
